portal,title,description,url,datetime
globo,"Questão do vestibular da FGV sobre viral do TikTok é criticada: 'preciso ser cronicamente on-line para acertar?', diz candidata",Estudantes que não usaram redes sociais neste ano só tinham uma maneira de acertar a resposta: saber o exato ano de publicação de um livro. Veja se você marcaria este ponto. ,https://g1.globo.com/educacao/noticia/2024/11/18/questao-do-vestibular-da-fgv-sobre-viral-do-tiktok-e-criticada-preciso-ser-cronicamente-on-line-para-acertar-diz-candidata.ghtml,2024-11-18 15:09:56+00:00
globo,"Número primo de 41 milhões de dígitos é o maior já encontrado, mas matemáticos continuam na busca pela 'perfeição' numérica","Neste artigo, professor de matemática da Universidade de Sidney, na Austrália, discute o impacto da descoberta do 'maior número primo'. ",https://g1.globo.com/educacao/noticia/2024/11/18/numero-primo-de-41-milhoes-de-digitos-e-o-maior-ja-encontrado-mas-matematicos-continuam-na-busca-pela-perfeicao-numerica.ghtml,2024-11-18 12:13:36+00:00
globo,Unesp 2025: confira o gabarito oficial e correção comentada da primeira fase do vestibular,"Universidade aplicou 90 questões nesta sexta-feira (15). Professores de cursinho resolvem questões, com comentários, para o g1.",https://g1.globo.com/sp/campinas-regiao/educacao/noticia/2024/11/15/unesp-2025-gabarito-oficial-e-correcao-comentada-da-primeira-fase-do-vestibular.ghtml,2024-11-15 22:19:41+00:00
globo,Plano da Austrália de banir crianças das redes sociais se mostra popular e problemático,"País quer proibir menores de 16 anos em mídias sociais, mas especialistas alertam para desafios em segurança, privacidade e implementação.",https://g1.globo.com/tecnologia/noticia/2024/11/15/plano-da-australia-de-banir-criancas-das-redes-sociais-se-mostra-popular-e-problematico.ghtml,2024-11-15 13:03:44+00:00
globo,"Proclamação da República: como foi a última festa de arromba da monarquia, regada a champanhe, foie gras e música até o sol raiar","
Corre em livros de História a seguinte anedota sobre o então imperador Dom Pedro 2º: ao chegar ao baile que acabou sendo o último do seu reinado e da monarquia, no dia 9 de novembro de 1889, tropeçou ao entrar no salão. Ao se reerguer, disse, brincando: ""a monarquia tropeça, mas não cai"".",https://g1.globo.com/educacao/noticia/2024/11/15/proclamacao-da-republica-como-foi-a-ultima-festa-de-arromba-da-monarquia-regada-a-champanhe-foie-gras-e-musica-ate-o-sol-raiar.ghtml,2024-11-15 06:30:19+00:00
globo,SkyRats: equipe da USP é destaque em competição internacional de drones,"Os SkyRats ficaram em 4º lugar na categoria outdoor (ambiente aberto), em 5º na categoria indoor (ambiente fechado), e ainda levou o prêmio especial Judge's Award.",https://g1.globo.com/educacao/noticia/2024/11/15/skyrats-equipe-da-usp-e-destaque-em-competicao-internacional-de-drones.ghtml,2024-11-15 06:30:17+00:00
globo,Enem 2024: questão polêmica sobre Caetano Veloso tem resposta oficial diferente da apontada pelo cantor; veja gabarito,"Pergunta  aborda o uso reiterado da palavra 'coisa' em uma crônica com referências intertextuais a músicas do artista baiano. Caetano marcaria a ""A"", mas Inep considerou a ""C"" como a certa. ",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/14/enem-2024-questao-polemica-sobre-caetano-veloso-tem-resposta-oficial-diferente-da-apontada-pelo-cantor-veja-gabarito.ghtml,2024-11-14 12:58:31+00:00
globo,Cadernos de prova do Enem 2024 - 1º e 2º dia,Baixe os PDFs dos cadernos de provas do Enem 2024. Exame foi aplicado nos dias 3 e 10 de novembro. ,https://g1.globo.com/educacao/enem/2024/noticia/2024/11/14/cadernos-de-prova-do-enem-2024-primeir-e-segundo-dia.ghtml,2024-11-14 12:49:53+00:00
globo,Gabarito oficial do Enem 2024 - prova verde do 1º dia,"Exames foram aplicados nos dias 3 e 10 de novembro em todo o país. Mais de 4,3 milhões de pessoas estavam inscritas.",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/14/veja-o-gabarito-oficial-do-enem-2024-prova-verde-do-1o-dia-1.ghtml,2024-11-14 12:37:22+00:00
globo,Gabarito oficial do Enem 2024 - prova azul do 2º dia,"Exames foram aplicados nos dias 3 e 10 de novembro em todo o país. Mais de 4,3 milhões de pessoas estavam inscritas.",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/14/veja-o-gabarito-oficial-do-enem-2024-prova-azul-do-2o-dia.ghtml,2024-11-14 12:34:13+00:00
globo,Gabarito oficial do Enem 2024 - prova cinza do 2º dia,"Exames foram aplicados nos dias 3 e 10 de novembro em todo o país. Mais de 4,3 milhões de pessoas estavam inscritas.",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/14/veja-o-gabarito-oficial-do-enem-2024-prova-cinza-do-2o-dia.ghtml,2024-11-14 12:32:50+00:00
globo,Gabarito oficial do Enem 2024 - prova amarela do 2º dia,"Exames foram aplicados nos dias 3 e 10 de novembro em todo o país. Mais de 4,3 milhões de pessoas estavam inscritas.",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/14/veja-o-gabarito-oficial-do-enem-2024-prova-amarela-do-2o-dia.ghtml,2024-11-14 12:31:45+00:00
globo,Gabarito oficial do Enem 2024 - prova verde do 2º dia,"Exames foram aplicados nos dias 3 e 10 de novembro em todo o país. Mais de 4,3 milhões de pessoas estavam inscritas.",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/14/veja-o-gabarito-oficial-do-enem-2024-prova-verde-do-2o-dia.ghtml,2024-11-14 12:30:47+00:00
globo,Gabarito oficial do Enem 2024 - prova azul do 1º dia,"Exames foram aplicados nos dias 3 e 10 de novembro em todo o país. Mais de 4,3 milhões de pessoas estavam inscritas.",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/14/veja-o-gabarito-oficial-do-enem-2024-prova-azul-do-1o-dia.ghtml,2024-11-14 12:28:34+00:00
globo,Gabarito oficial do Enem 2024 - prova amarela do 1º dia,"Exames foram aplicados nos dias 3 e 10 de novembro em todo o país. Mais de 4,3 milhões de pessoas estavam inscritas.",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/14/veja-o-gabarito-oficial-do-enem-2024-prova-amarela-do-1o-dia.ghtml,2024-11-14 12:25:48+00:00
globo,Gabarito oficial do Enem 2024 - prova branca do 1º dia,"Exames foram aplicados nos dias 3 e 10 de novembro em todo o país. Mais de 4,3 milhões de pessoas estavam inscritas.",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/14/veja-o-gabarito-oficial-do-enem-2024-prova-verde-do-1o-dia.ghtml,2024-11-14 12:24:33+00:00
globo,Questão de física do Enem 2024 sobre cafeteira elétrica é anulada pelo Inep,"É a pergunta de número 124 no caderno verde, 100 no cinza, 129 no azul e 102 no caderno amarelo.",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/14/questao-enem-2024-anulada-pelo-inep.ghtml,2024-11-14 11:56:53+00:00
globo,Gabarito do Enem 2024 é divulgado pelo Inep; confira as respostas oficiais,"Provas foram aplicadas nos dias 3 e 10 de novembro em todo o país. Mais de 4,3 milhões de pessoas estavam inscritas.",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/14/inep-divulga-gabarito-oficial-do-enem-2024-confira-as-respostas.ghtml,2024-11-14 11:56:22+00:00
globo,'Enem' coreano: a pressão sobre estudantes que fazem prova que pode definir a vida toda na Coreia do Sul,Estudantes sul-coreanos revelam quais são suas estratégias de preparação para a famosa maratona de provas.,https://g1.globo.com/educacao/noticia/2024/11/13/enem-coreano-a-pressao-sobre-estudantes-que-fazem-prova-que-pode-definir-a-vida-toda-na-coreia-do-sul.ghtml,2024-11-13 19:33:25+00:00
globo,Da resistência à melhora na convivência: como é a rotina em escola de Campinas que proíbe celulares na sala de aula,"Professores e alunos ouvidos pela EPTV relatam resultados positivos com a medida. Alesp aprovou projeto de lei que proíbe aparelho nas escolas, mas ainda depende de sanção do governador.",https://g1.globo.com/sp/campinas-regiao/educacao/noticia/2024/11/13/da-resistencia-a-melhora-na-convivencia-como-e-a-rotina-em-escola-de-campinas-que-proibe-celulares-na-sala-de-aula.ghtml,2024-11-13 16:55:41+00:00
globo,Unicamp divulga lista de aprovados para 2ª fase do vestibular 2025,"A consulta dos locais de prova poderá ser feita a partir do dia 22 de novembro, na página da Comvest. Instituição também está divulgando nota de corte e relação de candidatos por vaga.",https://g1.globo.com/sp/campinas-regiao/educacao/noticia/2024/11/13/unicamp-divulga-lista-de-aprovados-para-segunda-fase-do-vestibular-2025.ghtml,2024-11-13 14:23:16+00:00
globo,A epidemia de ansiedade com matemática no Brasil e no mundo revelada por estudo da OCDE,"
O Pisa (Programa para a Avaliação Internacional dos Estudantes, na sigla em inglês) mostra que houve um aumento acentuado no nível de ansiedade em relação à matemática entre os alunos da grande maioria dos 81 países avaliados, especialmente no Brasil.",https://g1.globo.com/educacao/noticia/2024/11/13/a-epidemia-de-ansiedade-com-matematica-no-brasil-e-no-mundo-revelada-por-estudo-da-ocde.ghtml,2024-11-13 10:41:05+00:00
globo,"No Brasil, 1 a cada 3 professores do ensino médio não é formado na disciplina que leciona","Anuário da Educação Básica, divulgado nesta quarta-feira (13) pela ONG Todos Pela Educação, compila dados do Censo da Educação Básica e de outros levantamentos recentes relacionados ao assunto. ",https://g1.globo.com/educacao/noticia/2024/11/13/no-brasil-1-a-cada-3-professores-do-ensino-medio-nao-e-formado-na-disciplina-que-leciona.ghtml,2024-11-13 08:02:43+00:00
globo,"Abstenção no Enem tem leve queda em 2024, mas se mantém próxima a 30% no Acre",Porcentagem de participação cresceu nos dois dias de prova este ano. Número de inscritos também havia aumentado na comparação com o ano passado.,https://g1.globo.com/ac/acre/noticia/2024/11/12/abstencao-no-enem-tem-leve-queda-em-2024-mas-se-mantem-proxima-a-30percent-no-acre.ghtml,2024-11-12 19:29:18+00:00
globo,"Após 6 anos, USP volta a ser a melhor universidade da América Latina; Unicamp e UFRJ completam o pódio","Ranking da Times Righer Education tem sete instituições brasileiras no TOP 10 e 69 no TOP 100. Brasil é destaque de sucesso na edição da lista, segundo organizadores. ",https://g1.globo.com/educacao/noticia/2024/11/12/apos-6-anos-usp-volta-a-ser-a-melhor-universidade-da-america-latina-unicamp-e-ufrj-completam-o-podio.ghtml,2024-11-12 13:32:24+00:00
globo,Inep estuda retomar Enem como certificado de conclusão do ensino médio para maiores de 18 anos; veja o que se sabe,"Prova deixou de ter essa função em 2017. Encceja, que atualmente é usado para dar o diploma a quem não se formou na idade correta, continuará sendo aplicado, independentemente da mudança. ",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/12/inep-estuda-retomar-enem-como-certificado-de-conclusao-do-ensino-medio-para-maiores-de-18-anos-veja-o-que-se-sabe.ghtml,2024-11-12 08:04:05+00:00
globo,"10 questões mais difíceis de exatas no Enem 2024 têm galinheiro, HIV, casa de shows e creme dental; você acerta?",Professores de instituições de ensino elegeram as perguntas que mais 'castigaram' candidatos nas provas de matemática e ciências da natureza. ,https://g1.globo.com/educacao/enem/2024/noticia/2024/11/12/10-questoes-mais-dificeis-de-exatas-no-enem-2024-tem-galinheiro-hiv-casa-de-shows-e-creme-dental-voce-acerta.ghtml,2024-11-12 07:01:39+00:00
globo,'Cadê o resto?': questão do Enem 2024 sobre média de notas tira a paz de estudantes e viraliza; veja resposta,"Aparente falta de dados em um enunciado de matemática assustou participantes da prova. Bastava, no entanto, que os números fossem substituídos por incógnitas (como 'a', 'b' e 'c'). ",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/11/questao-do-enem-2024-sobre-media-de-notas-viraliza-veja-resposta.ghtml,2024-11-11 15:03:04+00:00
globo,Anulação de questão do Enem: candidato é prejudicado? Entenda o que acontece com a nota,"Questão sobre cafeteira elétrica teve ""falha conceitual"", segundo professores. Já pergunta sobre  metabolismo energético de microrganismos teve versão parecida em outro vestibular. ",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/11/anulacao-de-questao-do-enem-candidato-e-prejudicado-entenda-o-que-acontece-com-a-nota.ghtml,2024-11-11 07:30:15+00:00
globo,Enem 2024: inscrições para a '2ª chamada' estão abertas; saiba quem tem direito à reaplicação em dezembro,Candidatos que tiveram doenças infectocontagiosas ou que foram prejudicados por problemas logísticos no local do exame (como falta de luz) têm até 15 de novembro para fazer a solicitação. Saiba como. ,https://g1.globo.com/educacao/enem/2024/noticia/2024/11/11/enem-2024-inscricoes-para-a-2a-chamada-estao-abertas-saiba-quem-tem-direito-a-reaplicacao-em-dezembro.ghtml,2024-11-11 03:00:16+00:00
globo,"Enem 2024 gabarito, vídeos e resolução das questões",Confira como foi a cobertura do Exame Nacional do Ensino Médio.,https://g1.globo.com/educacao/enem/2024/ao-vivo/enem-2024-gabarito-extraoficial-e-correcao-das-questoes-prova.ghtml,2024-11-11 01:50:28+00:00
globo,VÍDEOS ENEM 2024: correção de questões de matemática e ciências da natureza,VÍDEOS ENEM 2024: correção de questões de matemática e ciências da natureza ,https://g1.globo.com/educacao/enem/2017/playlist/videos-enem-2024-correcao-de-questoes-de-matematica-e-ciencias-da-natureza.ghtml,2024-11-11 00:34:52+00:00
globo,Enem 2024: estudante do AP que perdeu a avó no dia do exame enfrentou 16h de viagem,Eduardo dos Santos veio do Arquipélago do Bailique com um grupo de 80 estudantes para fazer as provas do Enem em Macapá. ,https://g1.globo.com/ap/amapa/noticia/2024/11/10/enem-2024-estudante-do-ap-que-perdeu-a-avo-no-dia-do-exame-enfrentou-16h-de-viagem.ghtml,2024-11-10 23:30:47+00:00
globo,Divulgação do gabarito oficial do Enem deve ser antecipada,"Ao todo, 4,3 milhões estavam inscritos. Gabarito oficial deve ser antecipado e divulgado nesta semana, segundo ministro da Educação. ",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/10/divulgacao-do-gabarito-oficial-do-enem-deve-ser-antecipada.ghtml,2024-11-10 23:24:30+00:00
globo,Gabarito Enem 2024 prova cinza: confira as respostas extraoficiais do 2º dia de prova,Segundo dia de exame teve questões de matemática e ciências da natureza. Professores do Anglo elaboram gabarito extraoficial de toda a prova.,https://g1.globo.com/educacao/enem/2024/noticia/2024/11/10/gabarito-enem-2024-prova-cinza-confira-as-respostas-extraoficiais-do-2o-dia-de-prova.ghtml,2024-11-10 22:34:47+00:00
globo,Gabarito Enem 2024 prova azul: confira as respostas extraoficiais das questões do 2º dia de prova,Segundo dia de exame teve questões de matemática e ciências da natureza. Professores do Anglo elaboram gabarito extraoficial de toda a prova.,https://g1.globo.com/educacao/enem/2024/noticia/2024/11/10/gabarito-enem-2024-prova-azul-confira-as-respostas-extraoficiais-das-questoes-do-2o-dia-de-prova.ghtml,2024-11-10 22:34:28+00:00
globo,Gabarito Enem 2024 prova verde: confira as respostas extraoficiais do 2º dia de prova,Segundo dia de exame teve questões de matemática e ciências da natureza. Professores do Anglo elaboram gabarito extraoficial de toda a prova.,https://g1.globo.com/educacao/enem/2024/noticia/2024/11/10/gabarito-enem-2024-prova-verde-confira-as-respostas-extraoficiais-do-2o-dia-de-prova.ghtml,2024-11-10 22:34:05+00:00
globo,Gabarito Enem 2024 prova amarela: confira as respostas extraoficiais do 2º dia de prova,Segundo dia de exame teve questões de matemática e ciências da natureza. Professores do Anglo elaboram gabarito extraoficial de toda a prova.,https://g1.globo.com/educacao/enem/2024/noticia/2024/11/10/gabarito-enem-2024-prova-amarela-confira-as-respostas-extraoficiais-do-2o-dia-de-prova.ghtml,2024-11-10 22:33:48+00:00
globo,Segundo dia de prova do Enem registra casos de falta de energia elétrica e poluição sonora no Pará,"Incidentes não tiveram gravidade, segundo a Segup, e a aplicação da prova seguiu sem interrupção. ",https://g1.globo.com/pa/para/noticia/2024/11/10/segundo-dia-de-prova-do-enem-registra-casos-de-falta-de-energia-eletrica-e-poluicao-sonora-no-para.ghtml,2024-11-10 21:57:38+00:00
globo,"Questão de física do Enem 2024 sobre cafeteira elétrica deve ser anulada, dizem professores","Pergunta passível de anulação é a de número 124 no caderno verde, 100 no cinza, 129 no azul e 102 no caderno amarelo.",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/10/enem-2024-questao-de-fisica-deve-ser-anulada-por-falta-de-resposta-correta-dizem-professores.ghtml,2024-11-10 21:41:28+00:00
globo,Questões do Enem 2024 - 2º dia: baixe o caderno com a prova de matemática e ciências da natureza,"Baixe PDF com caderno de questões com a prova VERDE; itens são idênticos para todos, mas ordem é alterada conforme a cor da prova.",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/10/questoes-do-enem-2024-2o-dia-baixe-o-caderno-com-a-prova-de-matematica-e-ciencias-da-natureza.ghtml,2024-11-10 21:34:57+00:00
globo,Gabarito Enem 2024: confira as respostas extraoficiais das questões do 2º dia de prova,Segundo dia de exame teve questões de matemática e ciências da natureza. Professores do Anglo elaboram gabarito extraoficial de toda a prova.,https://g1.globo.com/educacao/enem/2024/noticia/2024/11/10/gabarito-enem-2024-confira-as-respostas-extraoficiais-das-questoes-do-2o-dia-de-prova.ghtml,2024-11-10 21:28:01+00:00
globo,Enem 2024: Candidatas avaliam matemática como disciplina mais difícil no 2º dia de provas em RR,"Neste domingo (10), estudantes responderam 45 de ciências da natureza, que envolvem assuntos da área de química, física e biologia, e outras 45 de matemática. ",https://g1.globo.com/rr/roraima/noticia/2024/11/10/enem-2024-candidatas-avaliam-matematica-como-disciplina-mais-dificil-no-2o-dia-de-provas-em-rr.ghtml,2024-11-10 20:48:50+00:00
globo,Matemática cansativa e ciências da natureza de 'fácil para médio': veja análise do 2º dia do Enem 2024,"Neste domingo (10), alunos fizeram 45 questões de matemática e 45 questões de ciências da natureza.",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/10/enem-2024-professores-avaliam-a-dificuldade-das-provas-de-matematica-e-ciencias-da-natureza.ghtml,2024-11-10 20:20:20+00:00
globo,Enem 2024: candidatos de São Carlos consideram 'complexas' as provas do 2º domingo,Estudantes responderam neste domingo (10) questões de matemática e ciências da natureza. O g1 tem gabarito extraoficial. ,https://g1.globo.com/sp/sao-carlos-regiao/educacao/noticia/2024/11/10/candidatos-de-sao-carlos-avaliam-provas-do-2o-dia-de-enem-complexa.ghtml,2024-11-10 19:56:57+00:00
globo,Técnica que faz o Enem para passar em enfermagem relata dificuldade no segundo dia de prova: 'Muita porcentagem',"Ingrid havia feito o Enem há 10 anos. Desta vez, a profissional de saúde se preparou durante um ano, estudando duas horas por dia em casa.",https://g1.globo.com/pb/paraiba/la-vem-o-enem/noticia/2024/11/10/tecnica-que-faz-o-enem-para-passar-em-enfermagem-relata-dificuldade-no-segundo-dia-de-prova.ghtml,2024-11-10 19:39:58+00:00
globo,Difícil e cansativo: candidatos avaliam 2º dia de provas do Enem em Cuiabá,"Neste domingo (10), os candidatos tiveram que responder questões matemática, física, química e biologia.",https://g1.globo.com/mt/mato-grosso/noticia/2024/11/10/dificil-e-cansativa-candidatos-avaliam-2o-dia-de-provas-do-enem-em-cuiaba.ghtml,2024-11-10 19:34:12+00:00
globo,Deu ruim na matemática do Enem?Professores avaliam que prova seguiu padrão e que quem estudou vai bem,"Neste domingo (10), alunos fizeram 45 questões de matemática e 45 questões de ciências da natureza.",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/10/analise-prova-matematica-enem-2024.ghtml,2024-11-10 19:23:36+00:00
globo,"Enem 2024: 'assunto importante e necessário', diz professora do AP que acertou pela 2ª vez tema de redação","Ana Cláudia Barreto tem 15 anos de experiência e dias antes da prova, fez mais uma revisão com os alunos. Em 2016, ela também acertou o tema.",https://g1.globo.com/ap/amapa/noticia/2024/11/10/enem-2024-assunto-importante-e-necessario-diz-professora-do-ap-que-acertou-pela-2a-vez-tema-de-redacao.ghtml,2024-11-10 18:36:39+00:00
globo,"Enem 2024: 2º dia tem questões sobre vacina contra a covid, reportagem do g1 sobre pererecas e tirinhas","Neste domingo (10), os participantes respondem questões de matemática e ciências da natureza (biologia, física e química). ",https://g1.globo.com/educacao/enem/2024/noticia/2024/11/10/enem-2024-segundo-dia-o-que-caiu.ghtml,2024-11-10 18:33:29+00:00
globo,Mãe sai do Marajó para acompanhar filho até local de prova do Enem 2024 em Belém: ‘A gente se esforça',"Com o fechamento dos portões no segundo dia de provas do Enem 2024, muitas mães e pais ficam aguardando os filhos até o término das provas, marcado para 18h. ",https://g1.globo.com/pa/para/noticia/2024/11/10/mae-sai-do-marajo-para-acompanhar-filho-ate-local-de-prova-do-enem-2024-em-belem-a-gente-se-esforca.ghtml,2024-11-10 18:18:41+00:00
globo,"Com calor intenso, candidatos realizam segundo dia de prova do Enem em Presidente Prudente","Exame teve questões de matemática e ciências da natureza, neste domingo (10).",https://g1.globo.com/sp/presidente-prudente-regiao/noticia/2024/11/10/candidatos-realizam-segundo-dia-de-prova-do-enem-em-presidente-prudente.ghtml,2024-11-10 17:37:10+00:00
